issue_key,summary,description,issue_type,status,priority,resolution,created,updated,assignee,reporter,components,labels,comments,parent
YARN-10306,Create simple copy log aggregation file controller,"Log aggregation file controllers were created (YARN-6875) to effectively wrap and move the logs of containers to a remote filesystem. While this filesystem was HDFS, it was logical to create as big files as we can by packing it into an aggregated (blob) file. As S3A is a valid target since YARN-9525, it is much less painful from the end user point of view to browse these files as they are - and not in an aggregated blob format.

I propose to implement a ""dumb""/bare copy file controller that copies the container log files to the remote file system without any aggregation/wrapping. The only thing which makes sense to enable is the compression of those files, so we should support that.

[Docs|https://docs.google.com/document/d/1GstbQ5oOQ7EGm386dJ9RO7z_v798LDjgFIltSnzxcEM/edit#]",Sub-task,Resolved,Major,Won't Fix,2020-06-03T10:10:11.707+0000,2022-02-17T16:03:08.046+0000,Andras Gyori,Adam Antal,['yarn'],[],0,YARN-10025
YARN-10538,Add recommissioning nodes to the list of updated nodes returned to the AM,"YARN-6483 introduced nodes that transitioned to DECOMMISSIONING state to the list of updated nodes returned to the AM. This allows the Spark application master to gracefully decommission its containers on the decommissioning node. But if the node were to be recommissioned, the Spark application master would not be aware of this. We propose to add recommissioned node to the list of updated nodes sent to the AM when a recommission node transition occurs.",Improvement,Resolved,Major,Fixed,2020-12-18T12:26:29.261+0000,2024-02-11T07:59:55.540+0000,Srinivas S T,Srinivas S T,['resourcemanager'],['pull-request-available'],11,
YARN-10547,Decouple job parsing logic from SLSRunner,"SLSRunner has too many responsibilities.
One of them is to parse the job details from the SLS input formats and launch the AMs and task containers.
As a first step, the job parser logic could be decoupled from this class.

There are 3 types of inputs: 
- SLS trace
- Synth
- Rumen

Their job parsing method are: 
- SLS trace: https://github.com/apache/hadoop/blob/005b854f6bad66defafae0abf95dabc6c36ca8b1/hadoop-tools/hadoop-sls/src/main/java/org/apache/hadoop/yarn/sls/SLSRunner.java#L479-L526
- Synth: https://github.com/apache/hadoop/blob/005b854f6bad66defafae0abf95dabc6c36ca8b1/hadoop-tools/hadoop-sls/src/main/java/org/apache/hadoop/yarn/sls/SLSRunner.java#L722-L790
- Rumen: https://github.com/apache/hadoop/blob/005b854f6bad66defafae0abf95dabc6c36ca8b1/hadoop-tools/hadoop-sls/src/main/java/org/apache/hadoop/yarn/sls/SLSRunner.java#L651-L716",Improvement,Resolved,Minor,Fixed,2020-12-26T13:51:09.822+0000,2024-02-11T10:31:22.710+0000,Szilard Nemeth,Szilard Nemeth,['scheduler-load-simulator'],[],24,
YARN-10559,Fair sharing intra-queue preemption support in Capacity Scheduler,"Usecase:

Due to the way Capacity Scheduler preemption works, If a single user submits a large application to a queue (using 100% of resources), that job will not be preempted by future applications from the same user within the same queue. This implies that the later applications will be forced to wait for completion of the long running application. This prevents multiple long running, large, applications from running concurrently.

Support fair sharing among apps while preempting applications from same queue.",Improvement,Patch Available,Major,,2021-01-05T05:53:21.711+0000,2022-04-04T05:32:58.821+0000,VADAGA ANANYO RAO,VADAGA ANANYO RAO,['capacityscheduler'],[],31,
YARN-10638,Add fair call queue support to event processing queue.,"HADOOP-15016 has support the fair call queue.

In HDFS-14403, hdfs support fair queue client RPC based user, i think the fair call also can be used to YARN event queue:

When event boom, the fair can let other normal event go, which can improvement the event boom's affection to yarn scheduler performance.

 

cc [~epayne] [~jhung]  [~wangda] [~ztang] [~bibinchundatt] [~hcarrot]  [~gandras]

[~bteke] [~ebadger]

If you have any advice for this proposal.",Sub-task,Open,Major,,2021-02-19T09:52:10.017+0000,2022-08-04T08:52:19.308+0000,Qi Zhu,Qi Zhu,[],[],1,YARN-10695
YARN-10444,Node Manager to use openFile() with whole-file read policy for localizing files.,"
HADOOP-16202 adds standard options for declaring the read/seek
Policy when reading a file. These should be set to sequential IO
When localising resources, so that if the default/cluster settings
For a file system are optimized for random IO, artifact downloads
are still read at the maximum speed possible (one big GET to the EOF).

Most of this happens in hadoop-common, but some tuning of FSDownload
can assist

* tar/jar download must also be sequential
* if the FileStatus is passed around, that can be used
  in the open request to skip checks when loading the file.
  
Together this can save 3 HEAD requests per resource, with the sequential
IO avoiding any splitting of the big read into separate block GETs",Improvement,Resolved,Minor,Fixed,2020-09-18T18:34:19.788+0000,2023-03-02T13:21:38.611+0000,Steve Loughran,Steve Loughran,['nodemanager'],[],4,
YARN-10680,Revisit try blocks without catch blocks but having finally blocks,This jira is to revisit all try blocks without catch blocks but having finally blocks in SLS.,Bug,Resolved,Minor,Fixed,2021-03-07T22:30:45.480+0000,2024-02-11T23:51:39.076+0000,Susheel Gupta,Szilard Nemeth,['scheduler-load-simulator'],"['newbie', 'pull-request-available', 'trivial']",23,
YARN-10886,Cluster based and parent based max capacity in Capacity Scheduler,"We want to introduce the percentage modes relative to the cluster, not the parent, i.e 
 The property root.users.maximum-capacity will mean one of the following things:

*Either Parent Percentage:* maximum capacity relative to its parent. If it’s set to 50, then it means that the capacity is capped with respect to the parent. This can be covered by the current format, no change there.
 *Or Cluster Percentage:* maximum capacity expressed as a percentage of the overall cluster capacity. This case is the new scenario, for example:
 yarn.scheduler.capacity.root.users.max-capacity = c:50%
 yarn.scheduler.capacity.root.users.max-capacity = c:50%, c:30%",Sub-task,Open,Major,,2021-08-18T09:11:24.991+0000,2024-01-25T15:56:53.744+0000,,Szilard Nemeth,[],[],0,YARN-11652
YARN-10888,[Umbrella] New capacity modes for CS,"*Investigate how resource allocation configuration could be more consistent in CapacityScheduler*

It would be nice if everywhere where a capacity can be defined could be defined the same way:
 * With fixed amounts (e.g. 1 GB memory, 8 vcores, 3 GPU)
 * With percentages
 ** Percentage of all resources (eg 10% of all memory, vcore, GPU)
 ** Percentage per resource type (eg 10% memory, 25% vcore, 50% GPU)
 * Allow mixing different modes under one hierarchy but not under the same parent queues.

We need to determine all configuration options where capacities can be defined, and see if it is possible to extend the configuration, or if it makes sense in that case.",Improvement,Resolved,Major,Fixed,2021-08-18T09:17:56.874+0000,2024-02-11T10:59:12.194+0000,Benjamin Teke,Szilard Nemeth,['capacity scheduler'],[],0,
YARN-11057,NodeManager may generate too many empty log dirs when we configure many log dirs,"  NodeManager may generate too many empty log dirs when we configure many log dirs in NonAggregationLogHandler mode.For example: We have 24 disks, 512G memory，hypothesis that average time cost is 1 min for every container  and average container's size is 4g.Then parallel running containers in one server are 512G / 4G = 128. Every container will generate more than 24 directories in current policy.Then total directories in one week is 128 * 24 * (60 * 24 * 7) = 30 965 760 .This is not conside the tmp directories. Which will consume too many inods in server and affect the disk's io utils.This is because so many inodes will consume too many memory cached in linux.When the memory is not insufficience the cached inodes will remove from the memory.Which will increase the incidence of scan disk and the disk io utils will become high.Actually, this directories only one is used for container logs for every container. The others is empty.So we can delete the empty directories when the job is finished.Which will reduce too many inodes.",Improvement,Open,Major,,2021-12-31T06:56:35.570+0000,2022-11-29T15:58:19.793+0000,Yao Guangdong,Yao Guangdong,"['log-aggregation', 'nodemanager']",[],0,
YARN-10965,Centralize queue resource calculation based on CapacityVectors,"With the introduction of YARN-10930 it is possible to unify queue resource calculation. In order to narrow down the scope of this patch, the base system is implemented here, without refactoring the existing resource calculation in updateClusterResource (which will be done in YARN-11000).",Sub-task,Resolved,Major,Fixed,2021-09-23T11:16:17.237+0000,2023-01-26T18:47:36.255+0000,Andras Gyori,Andras Gyori,['capacity scheduler'],['pull-request-available'],14,YARN-10888
YARN-11034,Add enhanced headroom in AllocateResponse,Add enhanced headroom in allocate response. This provides a channel for RMs to return load information for AMRMProxy and decision making when rerouting resource requests. ,Sub-task,Resolved,Major,Fixed,2021-12-07T10:21:59.027+0000,2024-02-12T06:33:54.908+0000,Minni Mittal,Minni Mittal,['federation'],['pull-request-available'],1,YARN-5597
YARN-11015,Decouple queue capacity with ability to run OPPORTUNISTIC container,"Motivation:
With YARN-11005, we will be able to schedule OContainers on nodes based on resource availability. That said, we should be able to allow nodes with 0 queue capacity to run OContainers (as these containers should be started directly immediately if resources are available, even if they are put on a ""queue"" first).
However, with the current implementation, if we set the queue length of NMs to be 0, at the RM, it assumes infinite queue capacity while at the NM, it disables the running of any OContainers, killing OContainers that arrive directly.
This issue works to address the above issues with the {{QUEUE_LENGTH_THEN_RESOURCES}} allocator.
This issue does not aim to change the existing behavior of the {{QUEUE_LENGTH}} allocator.

Proposed design:
To add a new {{NodeManager}} config, {{opportunistic-containers-queue-policy}}, which allows the specification of the queueing policy at the NM.
Will start with {{BY_RESOURCES}} and {{BY_QUEUE_LEN}}, where if {{BY_RESOURCES}} is specified, the NM will queue as long as it has enough resources to run all pending + running containers. Otherwise, it will reject the {{OPPORTUNISTIC}} container.
On the other hand, if {{BY_QUEUE_LEN}} is specified, the NM will only accept as many containers as its queue capacity is configured.
Thus, if {{BY_QUEUE_LEN}} is specified and the NM's queue capacity is configured to be 0, the NM will reject all incoming {{OPPORTUNISTIC}} containers (today's behavior).

Note that this configuration *does not affect how the RM behaves*.
At the RM, if the queue capacity reported by the node is = 0 *and* the allocation policy is set to {{QUEUE_LENGTH_THEN_RESOURCES}}, it assumes that the node can still run {{OPPORTUNISTIC}} containers if it has available resources, otherwise it skips the node.
Subsequently, if the queue capacity reported by the node is = 0 *and* the allocation policy is set to {{QUEUE_LENGTH}}, it still assumes that the node can run infinitely many {{OPPORTUNISTIC}} containers, and it will be on the NM to reject these containers (today's behavior).",Sub-task,Open,Minor,,2021-11-24T16:11:02.489+0000,2022-01-24T16:04:26.225+0000,Andrew Chung,Andrew Chung,"['container-queuing', 'resourcemanager']",['pull-request-available'],1,YARN-11002
